	_id	topicCategory
2197	pmid33363096	Behavioral Research
2198	pmid32387794	Behavioral Research
2199	pmid32427106	Behavioral Research
2200	pmid32638338	Behavioral Research
2201	pmid33352298	Behavioral Research
2202	pmid33167479	Behavioral Research
2203	pmid32414990	Behavioral Research
2204	pmid32989433	Behavioral Research
2205	pmid32314951	Behavioral Research
2206	pmid33792503	Behavioral Research
2207	pmid33809532	Behavioral Research
2208	pmid32467051	Behavioral Research
2209	pmid33670510	Behavioral Research
2210	pmid33485215	Behavioral Research
2211	pmid32947590	Behavioral Research
2212	pmid32533799	Behavioral Research
2213	pmid32972806	Behavioral Research
2214	pmid33288975	Behavioral Research
2215	pmid33324256	Behavioral Research
2216	pmid33475389	Behavioral Research
2217	pmid32663925	Behavioral Research
2218	pmid32797690	Behavioral Research
2219	pmid32489189	Behavioral Research
2220	pmid33631014	Behavioral Research
2221	pmid32763551	Behavioral Research
2222	pmid32840245	Behavioral Research
2223	pmid33481144	Behavioral Research
2224	pmid32890343	Behavioral Research
2225	pmid32185371	Behavioral Research
2226	pmid32787545	Behavioral Research
2227	pmid33001435	Behavioral Research
2228	pmid33426422	Behavioral Research
2229	pmid32973632	Behavioral Research
2230	pmid33752686	Behavioral Research
2231	pmid33131157	Behavioral Research
2232	pmid33625950	Behavioral Research
2233	pmid33709367	Behavioral Research
2234	pmid33735094	Behavioral Research
2235	pmid33533876	Behavioral Research
2236	pmid32212930	Behavioral Research
2237	pmid33560310	Behavioral Research
2238	pmid33710419	Behavioral Research
2239	pmid33505895	Behavioral Research
2240	pmid33437144	Behavioral Research
2241	pmid33489531	Behavioral Research
2242	pmid33716220	Behavioral Research
2243	pmid32966715	Behavioral Research
2244	pmid33652456	Behavioral Research
2245	pmid33757598	Behavioral Research
2246	pmid32434599	Behavioral Research
2247	pmid33169257	Behavioral Research
2248	pmid33078009	Behavioral Research
2249	pmid32897993	Behavioral Research
2250	pmid32899739	Behavioral Research
2251	pmid33453591	Behavioral Research
2252	pmid33485413	Behavioral Research
2253	pmid33427159	Behavioral Research
2254	pmid32389613	Behavioral Research
2255	pmid32376131	Behavioral Research
2256	pmid33818123	Behavioral Research
2257	pmid33122567	Behavioral Research
2258	pmid33149594	Behavioral Research
2259	pmid32484759	Behavioral Research
2260	pmid33214890	Behavioral Research
2261	pmid32996862	Behavioral Research
2262	pmid33243311	Behavioral Research
2263	pmid33004087	Behavioral Research
2264	pmid32979982	Behavioral Research
2265	pmid33809698	Behavioral Research
2266	pmid33384645	Behavioral Research
2267	pmid33576237	Behavioral Research
2268	pmid32628569	Behavioral Research
2269	pmid33720052	Behavioral Research
2270	pmid33564896	Behavioral Research
2271	pmid33794354	Behavioral Research
2272	pmid33007683	Behavioral Research
2273	pmid32051072	Behavioral Research
2274	pmid33456543	Behavioral Research
2275	pmid33260789	Behavioral Research
2276	pmid33309139	Behavioral Research
2277	pmid32445713	Behavioral Research
2278	pmid33250827	Behavioral Research
2279	pmid33391126	Behavioral Research
2280	pmid32689815	Behavioral Research
2281	pmid33012259	Behavioral Research
2282	pmid33792447	Behavioral Research
2283	pmid33521412	Behavioral Research
2284	pmid32643751	Behavioral Research
2285	pmid32744715	Behavioral Research
2286	pmid32425474	Behavioral Research
2287	pmid32504808	Behavioral Research
2288	pmid33670639	Behavioral Research
2289	pmid33391048	Behavioral Research
2290	pmid33083298	Behavioral Research
2291	pmid32489666	Behavioral Research
2292	pmid33432285	Behavioral Research
2293	pmid33281637	Behavioral Research
2294	pmid33486709	Behavioral Research
2295	pmid33100905	Behavioral Research
2296	pmid32606068	Behavioral Research
2297	pmid33167738	Behavioral Research
2298	pmid33262966	Behavioral Research
2299	pmid32834372	Behavioral Research
2300	pmid32131151	Behavioral Research
2301	pmid33383352	Behavioral Research
2302	pmid33173259	Behavioral Research
2303	pmid32510106	Behavioral Research
2304	pmid33099144	Behavioral Research
2305	pmid33687359	Behavioral Research
2306	pmid32472696	Behavioral Research
2307	pmid33406995	Behavioral Research
2308	pmid33017138	Behavioral Research
2309	pmid32768994	Behavioral Research
2310	pmid33673921	Behavioral Research
2311	pmid33538677	Behavioral Research
2312	pmid32927829	Behavioral Research
2313	pmid33462526	Behavioral Research
2314	pmid33616489	Behavioral Research
2315	pmid32702224	Behavioral Research
2316	pmid32943953	Behavioral Research
2317	pmid32199511	Behavioral Research
2318	pmid33629267	Behavioral Research
2319	pmid32678461	Behavioral Research
2320	pmid32456713	Behavioral Research
2321	pmid33346806	Behavioral Research
2322	pmid32668401	Behavioral Research
2323	pmid33230418	Behavioral Research
2324	pmid33499127	Behavioral Research
2325	pmid33540358	Behavioral Research
2326	pmid32730188	Behavioral Research
2327	pmid32942933	Behavioral Research
2328	pmid32997705	Behavioral Research
2329	pmid33183846	Behavioral Research
2330	pmid32968896	Behavioral Research
2331	pmid33225225	Behavioral Research
2332	pmid32768117	Behavioral Research
2333	pmid33170755	Behavioral Research
2334	pmid32838033	Behavioral Research
2335	pmid33033703	Behavioral Research
2336	pmid33411648	Behavioral Research
2337	pmid33271698	Behavioral Research
2338	pmid33135315	Behavioral Research
2339	pmid33092992	Behavioral Research
2340	pmid33481156	Behavioral Research
2341	pmid33447141	Behavioral Research
2342	pmid33668695	Behavioral Research
2343	pmid33456287	Behavioral Research
2344	pmid32835155	Behavioral Research
2345	pmid33551762	Behavioral Research
2346	pmid32388123	Behavioral Research
2347	pmid33754956	Behavioral Research
2348	pmid32620191	Behavioral Research
2349	pmid33129635	Behavioral Research
2350	pmid33287343	Behavioral Research
2351	pmid32340723	Behavioral Research
2352	pmid33328013	Behavioral Research
2353	pmid33710272	Behavioral Research
2354	pmid33069086	Behavioral Research
2355	pmid33026497	Behavioral Research
2356	pmid33310113	Behavioral Research
2357	pmid32734298	Behavioral Research
2358	pmid33526156	Behavioral Research
2359	pmid33690672	Behavioral Research
2360	pmid32583710	Behavioral Research
2361	pmid32368715	Behavioral Research
2362	pmid32888213	Behavioral Research
2363	pmid33412349	Behavioral Research
2364	pmid32411034	Behavioral Research
2365	pmid32554324	Behavioral Research
2366	pmid33225734	Behavioral Research
2367	pmid32473931	Behavioral Research
2368	pmid33032769	Behavioral Research
2369	pmid33745735	Behavioral Research
2370	pmid33602535	Behavioral Research
2371	pmid33115595	Behavioral Research
2372	pmid33130483	Behavioral Research
2373	pmid32529654	Behavioral Research
2374	pmid32319041	Behavioral Research
2375	pmid33013588	Behavioral Research
2376	pmid33630744	Behavioral Research
2377	pmid33072311	Behavioral Research
2378	pmid33526954	Behavioral Research
2379	pmid32899835	Behavioral Research
2380	pmid33385606	Behavioral Research
2381	pmid32808585	Behavioral Research
2382	pmid33601297	Behavioral Research
2383	pmid32953449	Behavioral Research
2384	pmid32987712	Behavioral Research
2385	pmid33610314	Behavioral Research
2386	pmid33424032	Behavioral Research
2387	pmid33794939	Behavioral Research
2388	pmid33430698	Behavioral Research
2389	pmid33716815	Behavioral Research
2390	pmid33163111	Behavioral Research
2391	pmid33675365	Behavioral Research
2392	pmid33413035	Behavioral Research
2393	pmid33224634	Behavioral Research
2394	pmid33514049	Behavioral Research
2395	pmid33077248	Behavioral Research
2396	pmid33227042	Behavioral Research
2397	pmid33470573	Behavioral Research
2398	pmid33020726	Behavioral Research
2399	pmid32836623	Behavioral Research
2400	pmid32531625	Behavioral Research
2401	pmid33440258	Behavioral Research
2402	pmid33814589	Behavioral Research
2403	pmid33250519	Behavioral Research
2404	pmid33091712	Behavioral Research
2405	pmid32760579	Behavioral Research
2406	pmid32833382	Behavioral Research
2407	pmid32375506	Behavioral Research
2408	pmid32283289	Behavioral Research
2409	pmid32361215	Behavioral Research
2410	pmid33786370	Behavioral Research
2411	pmid33369812	Behavioral Research
2412	pmid33409214	Behavioral Research
2413	pmid33665926	Behavioral Research
2414	pmid33190547	Behavioral Research
2415	pmid32925135	Behavioral Research
2416	pmid33651340	Behavioral Research
2417	pmid32348015	Behavioral Research
2418	pmid33750284	Behavioral Research
2419	pmid33491869	Behavioral Research
2420	pmid33607497	Behavioral Research
2421	pmid33501979	Behavioral Research
2422	pmid33643120	Behavioral Research
2423	pmid32510232	Behavioral Research
2424	pmid33276269	Behavioral Research
2425	pmid33414589	Behavioral Research
2426	pmid32643510	Behavioral Research
2427	pmid33156873	Behavioral Research
2428	pmid32858757	Behavioral Research
2429	pmid33715523	Behavioral Research
2430	pmid33067252	Behavioral Research
2431	pmid33163359	Behavioral Research
2432	pmid33603512	Behavioral Research
2433	pmid32922517	Behavioral Research
2434	pmid33316891	Behavioral Research
2435	pmid33633652	Behavioral Research
2436	pmid32589054	Behavioral Research
2437	pmid32149049	Behavioral Research
2438	pmid33588226	Behavioral Research
2439	pmid33669828	Behavioral Research
2440	pmid32406358	Behavioral Research
2441	pmid33254205	Behavioral Research
2442	pmid33603701	Behavioral Research
2443	pmid33496087	Behavioral Research
2444	pmid32805625	Behavioral Research
2445	pmid32326853	Behavioral Research
2446	pmid32639862	Behavioral Research
2447	pmid32551771	Behavioral Research
2448	pmid33117239	Behavioral Research
2449	pmid33175906	Behavioral Research
2450	pmid32679435	Behavioral Research
2451	pmid33645873	Behavioral Research
2452	pmid32370952	Behavioral Research
2453	pmid33088993	Behavioral Research
2454	pmid32634029	Behavioral Research
2455	pmid33368892	Behavioral Research
2456	pmid33016788	Behavioral Research
2457	pmid32874973	Behavioral Research
2458	pmid33720056	Behavioral Research
2459	pmid33355343	Behavioral Research
2460	pmid32821785	Behavioral Research
2461	pmid32583751	Behavioral Research
2462	pmid33340475	Behavioral Research
2463	pmid33314738	Behavioral Research
2464	pmid33342649	Behavioral Research
2465	pmid32472197	Behavioral Research
2466	pmid32855125	Behavioral Research
2467	pmid33690932	Behavioral Research
2468	pmid32840826	Behavioral Research
2469	pmid32412556	Behavioral Research
2470	pmid33063769	Behavioral Research
2471	pmid32904715	Behavioral Research
2472	pmid32659655	Behavioral Research
2473	pmid33465335	Behavioral Research
2474	pmid33210950	Behavioral Research
2475	pmid33677567	Behavioral Research
2476	pmid32891956	Behavioral Research
2477	pmid33233926	Behavioral Research
2478	pmid33106708	Behavioral Research
2479	pmid32380564	Behavioral Research
2480	pmid33592429	Behavioral Research
2481	pmid32282750	Behavioral Research
2482	pmid32828160	Behavioral Research
2483	pmid33372894	Behavioral Research
2484	pmid33764890	Behavioral Research
2485	pmid33598696	Behavioral Research
2486	pmid33723493	Behavioral Research
2487	pmid32734672	Behavioral Research
2488	pmid33616540	Behavioral Research
2489	pmid33061927	Behavioral Research
2490	pmid33394354	Behavioral Research
2491	pmid33760428	Behavioral Research
2492	pmid32674825	Behavioral Research
2493	pmid33534854	Behavioral Research
2494	pmid33748175	Behavioral Research
2495	pmid33533839	Behavioral Research
2496	pmid32779748	Behavioral Research
2497	pmid33371046	Behavioral Research
2498	pmid33101211	Behavioral Research
2499	pmid33766026	Behavioral Research
2500	pmid33117497	Behavioral Research
2501	pmid33023563	Behavioral Research
2502	pmid33625365	Behavioral Research
2503	pmid33211424	Behavioral Research
2504	pmid33184982	Behavioral Research
2505	pmid33145973	Behavioral Research
2506	pmid32489190	Behavioral Research
2507	pmid33415704	Behavioral Research
2508	pmid33737424	Behavioral Research
2509	pmid32590779	Behavioral Research
2510	pmid32651243	Behavioral Research
2511	pmid33231300	Behavioral Research
2512	pmid33606575	Behavioral Research
2513	pmid32991945	Behavioral Research
2514	pmid32550286	Behavioral Research
2515	pmid32449187	Behavioral Research
2516	pmid32507849	Behavioral Research
2517	pmid32545647	Behavioral Research
2518	pmid33422342	Behavioral Research
2519	pmid32470007	Behavioral Research
2520	pmid33747713	Behavioral Research
2521	pmid33198045	Behavioral Research
2522	pmid33154179	Behavioral Research
2523	pmid32916691	Behavioral Research
2524	pmid33378321	Behavioral Research
2525	pmid33230487	Behavioral Research
2526	pmid33283183	Behavioral Research
2527	pmid32837158	Behavioral Research
2528	pmid33402316	Behavioral Research
2529	pmid32766545	Behavioral Research
2530	pmid33147652	Behavioral Research
2531	pmid33065842	Behavioral Research
2532	pmid33445007	Behavioral Research
2533	pmid33072418	Behavioral Research
2534	pmid33226504	Behavioral Research
2535	pmid32538658	Behavioral Research
2536	pmid32353826	Behavioral Research
2537	pmid32768101	Behavioral Research
2538	pmid32835299	Behavioral Research
2539	pmid33718003	Behavioral Research
2540	pmid33192844	Behavioral Research
2541	pmid32350105	Behavioral Research
2542	pmid33623177	Behavioral Research
2543	pmid33371040	Behavioral Research
2544	pmid33776833	Behavioral Research
2545	pmid33726016	Behavioral Research
2546	pmid32826980	Behavioral Research
2547	pmid33633106	Behavioral Research
2548	pmid32981074	Behavioral Research
2549	pmid32556438	Behavioral Research
2550	pmid33192865	Behavioral Research
2551	pmid32489523	Behavioral Research
2552	pmid33584865	Behavioral Research
2553	pmid33835161	Behavioral Research
2554	pmid33338556	Behavioral Research
2555	pmid32616099	Behavioral Research
2556	pmid32620194	Behavioral Research
2557	pmid33672372	Behavioral Research
2558	pmid32776506	Behavioral Research
2559	pmid33020037	Behavioral Research
2560	pmid33546659	Behavioral Research
2561	pmid33827909	Behavioral Research
2562	pmid33195996	Behavioral Research
2563	pmid33138047	Behavioral Research
2564	pmid33556639	Behavioral Research
2565	pmid33328588	Behavioral Research
2566	pmid33041894	Behavioral Research
2567	pmid32847744	Behavioral Research
2568	pmid33656173	Behavioral Research
2569	pmid32427809	Behavioral Research
2570	pmid33301841	Behavioral Research
2571	pmid32752217	Behavioral Research
2572	pmid33520642	Behavioral Research
2573	pmid33739724	Behavioral Research
2574	pmid32294713	Behavioral Research
2575	pmid33562509	Behavioral Research
2576	pmid33117402	Behavioral Research
2577	pmid33090358	Behavioral Research
2578	pmid32763523	Behavioral Research
2579	pmid32418751	Behavioral Research
2580	pmid32538664	Behavioral Research
2581	pmid32824594	Behavioral Research
2582	pmid32374806	Behavioral Research
2583	pmid33818971	Behavioral Research
2584	pmid32294077	Behavioral Research
2585	pmid32404141	Behavioral Research
2586	pmid32277874	Behavioral Research
2587	pmid33162631	Behavioral Research
2588	pmid32771861	Behavioral Research
2589	pmid33421858	Behavioral Research
2590	pmid32537230	Behavioral Research
2591	pmid33532922	Behavioral Research
2592	pmid33828511	Behavioral Research
2593	pmid33192713	Behavioral Research
2594	pmid32829535	Behavioral Research
2595	pmid33616693	Behavioral Research
2596	pmid33173362	Behavioral Research
2597	pmid33402174	Behavioral Research
2598	pmid32806932	Behavioral Research
2599	pmid33656131	Behavioral Research
2600	pmid33626959	Behavioral Research
2601	pmid33367785	Behavioral Research
2602	pmid32237301	Behavioral Research
2603	pmid33711195	Behavioral Research
2604	pmid33278363	Behavioral Research
2605	pmid32522738	Behavioral Research
2606	pmid33710250	Behavioral Research
2607	pmid33655487	Behavioral Research
2608	pmid33395548	Behavioral Research
2609	pmid32674285	Behavioral Research
2610	pmid32707216	Behavioral Research
2611	pmid32834292	Behavioral Research
2612	pmid33052586	Behavioral Research
2613	pmid33028802	Behavioral Research
2614	pmid32441495	Behavioral Research
2615	pmid33484171	Behavioral Research
2616	pmid33243823	Behavioral Research
2617	pmid32542552	Behavioral Research
2618	pmid32925136	Behavioral Research
2619	pmid33331392	Behavioral Research
2620	pmid33432291	Behavioral Research
2621	pmid33275033	Behavioral Research
2622	pmid32624037	Behavioral Research
2623	pmid32877508	Behavioral Research
2624	pmid33257177	Behavioral Research
2625	pmid32537955	Behavioral Research
2626	pmid32934941	Behavioral Research
2627	pmid32525744	Behavioral Research
2628	pmid33040483	Behavioral Research
2629	pmid32858726	Behavioral Research
2630	pmid32899163	Behavioral Research
2631	pmid32850608	Behavioral Research
2632	pmid32603243	Behavioral Research
2633	pmid33425036	Behavioral Research
2634	pmid32791388	Behavioral Research
2635	pmid33288348	Behavioral Research
2636	pmid32891931	Behavioral Research
2637	pmid32362134	Behavioral Research
2638	pmid33163857	Behavioral Research
2639	pmid32691924	Behavioral Research
2640	pmid33370721	Behavioral Research
2641	pmid32401322	Behavioral Research
2642	pmid33155248	Behavioral Research
2643	pmid33518869	Behavioral Research
2644	pmid33533236	Behavioral Research
2645	pmid33708907	Behavioral Research
2646	pmid33340801	Behavioral Research
2647	pmid32903810	Behavioral Research
2648	pmid32387795	Behavioral Research
2649	pmid33271686	Behavioral Research
2650	pmid33485416	Behavioral Research
2651	pmid33786747	Behavioral Research
2652	pmid32983820	Behavioral Research
2653	pmid32850151	Behavioral Research
2654	pmid33614028	Behavioral Research
2655	pmid33776251	Behavioral Research
2656	pmid33042884	Behavioral Research
2657	pmid33583366	Behavioral Research
2658	pmid33244718	Behavioral Research
2659	pmid33785029	Behavioral Research
2660	pmid33150221	Behavioral Research
2661	pmid32497911	Behavioral Research
2662	pmid33169377	Behavioral Research
2663	pmid33071920	Behavioral Research
2664	pmid33320824	Behavioral Research
2665	pmid32913034	Behavioral Research
2666	pmid33655236	Behavioral Research
2667	pmid33502286	Behavioral Research
2668	pmid32307810	Behavioral Research
2669	pmid32301764	Behavioral Research
2670	pmid32812352	Behavioral Research
2671	pmid32922098	Behavioral Research
2672	pmid33614179	Behavioral Research
2673	pmid32387510	Behavioral Research
2674	pmid32434092	Behavioral Research
2675	pmid32641133	Behavioral Research
2676	pmid32727941	Behavioral Research
2677	pmid32357996	Behavioral Research
2678	pmid33730371	Behavioral Research
2679	pmid32889037	Behavioral Research
2680	pmid32466106	Behavioral Research
2681	pmid32376977	Behavioral Research
2682	pmid33157252	Behavioral Research
2683	pmid33338576	Behavioral Research
2684	pmid33173548	Behavioral Research
2685	pmid32677857	Behavioral Research
2686	pmid33518871	Behavioral Research
2687	pmid33250586	Behavioral Research
2688	pmid33628457	Behavioral Research
2689	pmid32922713	Behavioral Research
2690	pmid33790937	Behavioral Research
2691	pmid33109299	Behavioral Research
2692	pmid33252615	Behavioral Research
2693	pmid32505472	Behavioral Research
2694	pmid33760417	Behavioral Research
2695	pmid32553507	Behavioral Research
2696	pmid33654008	Behavioral Research
2697	pmid33209175	Behavioral Research
2698	pmid32412361	Behavioral Research
2699	pmid33455939	Behavioral Research
2700	pmid33623568	Behavioral Research
2701	pmid33298301	Behavioral Research
2702	pmid33688583	Behavioral Research
2703	pmid33192840	Behavioral Research
2704	pmid32916836	Behavioral Research
2705	pmid32390668	Behavioral Research
2706	pmid32827969	Behavioral Research
2707	pmid32640558	Behavioral Research
2708	pmid33153080	Behavioral Research
2709	pmid32834980	Behavioral Research
2710	pmid32722974	Behavioral Research
2711	pmid32959803	Behavioral Research
2712	pmid33466921	Behavioral Research
2713	pmid33586544	Behavioral Research
2714	pmid32375268	Behavioral Research
2715	pmid32606020	Behavioral Research
2716	pmid33252292	Behavioral Research
2717	pmid33521228	Behavioral Research
2718	pmid33191210	Behavioral Research
2719	pmid33418283	Behavioral Research
2720	pmid33246261	Behavioral Research
2721	pmid33424669	Behavioral Research
2722	pmid32546381	Behavioral Research
2723	pmid33613008	Behavioral Research
2724	pmid33127195	Behavioral Research
2725	pmid32837674	Behavioral Research
2726	pmid33163629	Behavioral Research
2727	pmid33394181	Behavioral Research
2728	pmid33042917	Behavioral Research
2729	pmid32773300	Behavioral Research
2730	pmid33533822	Behavioral Research
2731	pmid33635399	Behavioral Research
2732	pmid33815157	Behavioral Research
2733	pmid32708161	Behavioral Research
2734	pmid33771282	Behavioral Research
2735	pmid33088094	Behavioral Research
2736	pmid32992235	Behavioral Research
2737	pmid32432665	Behavioral Research
2738	pmid33154727	Behavioral Research
2739	pmid33135468	Behavioral Research
2740	pmid32517815	Behavioral Research
2741	pmid33065839	Behavioral Research
2742	pmid33688247	Behavioral Research
2743	pmid33676823	Behavioral Research
2744	pmid32937749	Behavioral Research
2745	pmid33149627	Behavioral Research
2746	pmid32899942	Behavioral Research
2747	pmid32826680	Behavioral Research
2748	pmid33824264	Behavioral Research
2749	pmid33119428	Behavioral Research
2750	pmid33432286	Behavioral Research
2751	pmid33832371	Behavioral Research
2752	pmid33485424	Behavioral Research
2753	pmid33065163	Behavioral Research
2754	pmid32674416	Behavioral Research
2755	pmid33799371	Behavioral Research
2756	pmid33368537	Behavioral Research
2757	pmid32768020	Behavioral Research
2758	pmid33680250	Behavioral Research
2759	pmid33422039	Behavioral Research
2760	pmid33260396	Behavioral Research
2761	pmid32543294	Behavioral Research
2762	pmid32409282	Behavioral Research
2763	pmid32869541	Behavioral Research
2764	pmid33278066	Behavioral Research
2765	pmid32584111	Behavioral Research
2766	pmid33439910	Behavioral Research
2767	pmid33324068	Behavioral Research
2768	pmid33069759	Behavioral Research
2769	pmid33257601	Behavioral Research
2770	pmid33500595	Behavioral Research
2771	pmid32635786	Behavioral Research
2772	pmid33605231	Behavioral Research
2773	pmid33495766	Behavioral Research
2774	pmid32407671	Behavioral Research
2775	pmid32477021	Behavioral Research
2776	pmid33558139	Behavioral Research
2777	pmid33753285	Behavioral Research
2778	pmid32370984	Behavioral Research
2779	pmid32776899	Behavioral Research
2780	pmid33457507	Behavioral Research
2781	pmid32422501	Behavioral Research
2782	pmid33427998	Behavioral Research
2783	pmid33769431	Behavioral Research
2784	pmid32890515	Behavioral Research
2785	pmid33453727	Behavioral Research
2786	pmid33704358	Behavioral Research
2787	pmid32338805	Behavioral Research
2788	pmid33345789	Behavioral Research
2789	pmid32835039	Behavioral Research
2790	pmid33762619	Behavioral Research
2791	pmid33039008	Behavioral Research
2792	pmid33626561	Behavioral Research
2793	pmid32302818	Behavioral Research
2794	pmid33641626	Behavioral Research
2795	pmid33081860	Behavioral Research
2796	pmid32908676	Behavioral Research
2797	pmid33813433	Behavioral Research
2798	pmid32936071	Behavioral Research
2799	pmid33431231	Behavioral Research
2800	pmid33663915	Behavioral Research
2801	pmid33235643	Behavioral Research
2802	pmid33521530	Behavioral Research
2803	pmid33480832	Behavioral Research
2804	pmid33083817	Behavioral Research
2805	pmid32900252	Behavioral Research
2806	pmid32924624	Behavioral Research
2807	pmid33598782	Behavioral Research
2808	pmid33791266	Behavioral Research
2809	pmid33517482	Behavioral Research
2810	pmid33546928	Behavioral Research
2811	pmid33678857	Behavioral Research
2812	pmid33360222	Behavioral Research
2813	pmid33451303	Behavioral Research
2814	pmid33295245	Behavioral Research
2815	pmid33544047	Behavioral Research
2816	pmid33129072	Behavioral Research
2817	pmid33108374	Behavioral Research
2818	pmid32915764	Behavioral Research
2819	pmid33041377	Behavioral Research
2820	pmid33133650	Behavioral Research
2821	pmid32452539	Behavioral Research
2822	pmid33818339	Behavioral Research
2823	pmid33092738	Behavioral Research
2824	pmid33459251	Behavioral Research
2825	pmid33344737	Behavioral Research
2826	pmid33275514	Behavioral Research
2827	pmid32629084	Behavioral Research
2828	pmid33640073	Behavioral Research
2829	pmid33242821	Behavioral Research
2830	pmid33411766	Behavioral Research
2831	pmid33532920	Behavioral Research
2832	pmid33716131	Behavioral Research
2833	pmid33403935	Behavioral Research
2834	pmid32872179	Behavioral Research
2835	pmid33127871	Behavioral Research
2836	pmid32867851	Behavioral Research
2837	pmid33120327	Behavioral Research
2838	pmid32688277	Behavioral Research
2839	pmid32837900	Behavioral Research
2840	pmid33081864	Behavioral Research
2841	pmid32837841	Behavioral Research
2842	pmid32199510	Behavioral Research
2843	pmid33034555	Behavioral Research
2844	pmid33783532	Behavioral Research
2845	pmid32723465	Behavioral Research
2846	pmid33087109	Behavioral Research
2847	pmid32588593	Behavioral Research
2848	pmid32558216	Behavioral Research
2849	pmid33499174	Behavioral Research
2850	pmid33658042	Behavioral Research
2851	pmid32333185	Behavioral Research
2852	pmid33592128	Behavioral Research
2853	pmid33132629	Behavioral Research
2854	pmid32684197	Behavioral Research
2855	pmid32994655	Behavioral Research
2856	pmid33039307	Behavioral Research
2857	pmid33407302	Behavioral Research
2858	pmid33722078	Behavioral Research
2859	pmid33192733	Behavioral Research
2860	pmid33582902	Behavioral Research
2861	pmid33492545	Behavioral Research
2862	pmid32431273	Behavioral Research
2863	pmid33136263	Behavioral Research
2864	pmid33334073	Behavioral Research
2865	pmid33585053	Behavioral Research
2866	pmid33795308	Behavioral Research
2867	pmid33086023	Behavioral Research
2868	pmid33474553	Behavioral Research
2869	pmid33293329	Behavioral Research
2870	pmid32522282	Behavioral Research
2871	pmid33746813	Behavioral Research
2872	pmid32534951	Behavioral Research
2873	pmid33358273	Behavioral Research
2874	pmid33073755	Behavioral Research
2875	pmid32700937	Behavioral Research
2876	pmid32497969	Behavioral Research
2877	pmid32837012	Behavioral Research
2878	pmid33192897	Behavioral Research
2879	pmid33078089	Behavioral Research
2880	pmid33645256	Behavioral Research
2881	pmid32478538	Behavioral Research
2882	pmid32889784	Behavioral Research
2883	pmid32255359	Behavioral Research
2884	pmid32421390	Behavioral Research
2885	pmid33231206	Behavioral Research
2886	pmid33662014	Behavioral Research
2887	pmid33763810	Behavioral Research
2888	pmid32441240	Behavioral Research
2889	pmid33179820	Behavioral Research
2890	pmid33483321	Behavioral Research
2891	pmid33235551	Behavioral Research
2892	pmid32519568	Behavioral Research
2893	pmid33692189	Behavioral Research
2894	pmid33330597	Behavioral Research
2895	pmid33374619	Behavioral Research
2896	pmid33260326	Behavioral Research
2897	pmid33688576	Behavioral Research
2898	pmid32801118	Behavioral Research
2899	pmid32982809	Behavioral Research
2900	pmid32540839	Behavioral Research
2901	pmid32353271	Behavioral Research
2902	pmid33247907	Behavioral Research
2903	pmid33117101	Behavioral Research
2904	pmid32697705	Behavioral Research
2905	pmid33488422	Behavioral Research
2906	pmid33720001	Behavioral Research
2907	pmid33462836	Behavioral Research
2908	pmid33328021	Behavioral Research
2909	pmid33627300	Behavioral Research
2910	pmid33308212	Behavioral Research
2911	pmid33206819	Behavioral Research
2912	pmid33369779	Behavioral Research
2913	pmid33263248	Behavioral Research
2914	pmid33565144	Behavioral Research
2915	pmid32860475	Behavioral Research
2916	pmid33666693	Behavioral Research
2917	pmid32416647	Behavioral Research
2918	pmid33555336	Behavioral Research
2919	pmid33612945	Behavioral Research
2920	pmid32826157	Behavioral Research
2921	pmid32630821	Behavioral Research
2922	pmid32646522	Behavioral Research
2923	pmid33586539	Behavioral Research
2924	pmid32551916	Behavioral Research
2925	pmid33733237	Behavioral Research
2926	pmid32683188	Behavioral Research
2927	pmid32687681	Behavioral Research
2928	pmid32454575	Behavioral Research
2929	pmid33630728	Behavioral Research
2930	pmid32792255	Behavioral Research
2931	pmid33531763	Behavioral Research
2932	pmid33102186	Behavioral Research
2933	pmid33295422	Behavioral Research
2934	pmid33806759	Behavioral Research
2935	pmid32452940	Behavioral Research
2936	pmid32778817	Behavioral Research
2937	pmid33572425	Behavioral Research
2938	pmid33136748	Behavioral Research
2939	pmid33609446	Behavioral Research
2940	pmid33804828	Behavioral Research
2941	pmid33393201	Behavioral Research
2942	pmid33672257	Behavioral Research
2943	pmid33618493	Behavioral Research
2944	pmid33822737	Behavioral Research
2945	pmid32642354	Behavioral Research
2946	pmid33396363	Behavioral Research
2947	pmid33537968	Behavioral Research
2948	pmid32297718	Behavioral Research
2949	pmid33132145	Behavioral Research
2950	pmid32756978	Behavioral Research
2951	pmid32839075	Behavioral Research
2952	pmid33241223	Behavioral Research
2953	pmid33480823	Behavioral Research
2954	pmid33209805	Behavioral Research
2955	pmid32991105	Behavioral Research
2956	pmid33772861	Behavioral Research
2957	pmid33007892	Behavioral Research
2958	pmid33814984	Behavioral Research
2959	pmid33648616	Behavioral Research
2960	pmid33369820	Behavioral Research
2961	pmid33575227	Behavioral Research
2962	pmid32337131	Behavioral Research
2963	pmid32490918	Behavioral Research
2964	pmid33838475	Behavioral Research
2965	pmid32623717	Behavioral Research
2966	pmid32643844	Behavioral Research
2967	pmid32852883	Behavioral Research
2968	pmid33351674	Behavioral Research
2969	pmid33715138	Behavioral Research
2970	pmid33732177	Behavioral Research
2971	pmid33177436	Behavioral Research
2972	pmid33308059	Behavioral Research
2973	pmid33293395	Behavioral Research
